,DurationSec,HeaderFname,StartSec,StartStr,StopSec
0,3600.0,97000102_0000.head,254946940.0,2008-01-29 18:35:40.000,254950540.0
1,3600.0,97000102_0001.head,254950540.0,2008-01-29 19:35:40.000,254954140.0
2,3600.0,97000102_0002.head,254954140.0,2008-01-29 20:35:40.000,254957740.0
3,3600.0,97000102_0003.head,254957741.0,2008-01-29 21:35:41.000,254961341.0
4,3600.0,97000102_0004.head,254961341.0,2008-01-29 22:35:41.000,254964941.0
5,3600.0,97000102_0005.head,254964942.0,2008-01-29 23:35:42.000,254968542.0
6,3600.0,97000102_0006.head,254968542.0,2008-01-30 00:35:42.000,254972142.0
7,3600.0,97000102_0007.head,254972142.0,2008-01-30 01:35:42.000,254975742.0
8,3600.0,97000102_0008.head,254975742.0,2008-01-30 02:35:42.000,254979342.0
9,3600.0,97000102_0009.head,254979342.0,2008-01-30 03:35:42.000,254982942.0
10,3600.0,97000102_0010.head,254982942.0,2008-01-30 04:35:42.000,254986542.0
11,3600.0,97000102_0011.head,254986543.0,2008-01-30 05:35:43.000,254990143.0
12,533.0,97000102_0012.head,254990143.0,2008-01-30 06:35:43.000,254990676.0
13,3600.0,97000102_0013.head,254990967.0,2008-01-30 06:49:27.000,254994567.0
14,2054.0,97000102_0014.head,254994567.0,2008-01-30 07:49:27.000,254996621.0
15,3600.0,97001102_0000.head,255006551.0,2008-01-30 11:09:11.000,255010151.0
16,3600.0,97001102_0001.head,255010151.0,2008-01-30 12:09:11.000,255013751.0
17,3600.0,97001102_0002.head,255013751.0,2008-01-30 13:09:11.000,255017351.0
18,3600.0,97001102_0003.head,255017351.0,2008-01-30 14:09:11.000,255020951.0
19,3600.0,97001102_0004.head,255020951.0,2008-01-30 15:09:11.000,255024551.0
20,3600.0,97001102_0005.head,255024552.0,2008-01-30 16:09:12.000,255028152.0
21,3600.0,97001102_0006.head,255028152.0,2008-01-30 17:09:12.000,255031752.0
22,3600.0,97001102_0007.head,255031753.0,2008-01-30 18:09:13.000,255035353.0
23,3600.0,97001102_0008.head,255035353.0,2008-01-30 19:09:13.000,255038953.0
24,3600.0,97001102_0009.head,255038953.0,2008-01-30 20:09:13.000,255042553.0
25,3600.0,97001102_0010.head,255042553.0,2008-01-30 21:09:13.000,255046153.0
26,3600.0,97001102_0011.head,255046153.0,2008-01-30 22:09:13.000,255049753.0
27,3600.0,97001102_0012.head,255049753.0,2008-01-30 23:09:13.000,255053353.0
28,3600.0,97001102_0013.head,255053354.0,2008-01-31 00:09:14.000,255056954.0
29,3600.0,97001102_0014.head,255056954.0,2008-01-31 01:09:14.000,255060554.0
30,3600.0,97001102_0015.head,255060554.0,2008-01-31 02:09:14.000,255064154.0
31,3600.0,97001102_0016.head,255064155.0,2008-01-31 03:09:15.000,255067755.0
32,3600.0,97001102_0017.head,255067755.0,2008-01-31 04:09:15.000,255071355.0
33,3600.0,97001102_0018.head,255071356.0,2008-01-31 05:09:16.000,255074956.0
34,1981.0,97001102_0019.head,255074956.0,2008-01-31 06:09:16.000,255076937.0
35,3600.0,97001102_0020.head,255077144.0,2008-01-31 06:45:44.000,255080744.0
36,3600.0,97001102_0021.head,255080744.0,2008-01-31 07:45:44.000,255084344.0
37,3600.0,97001102_0022.head,255084344.0,2008-01-31 08:45:44.000,255087944.0
38,3600.0,97001102_0023.head,255087945.0,2008-01-31 09:45:45.000,255091545.0
39,3600.0,97001102_0024.head,255091545.0,2008-01-31 10:45:45.000,255095145.0
40,3600.0,97001102_0025.head,255095145.0,2008-01-31 11:45:45.000,255098745.0
41,3600.0,97001102_0026.head,255098746.0,2008-01-31 12:45:46.000,255102346.0
42,3600.0,97001102_0027.head,255102346.0,2008-01-31 13:45:46.000,255105946.0
43,3600.0,97001102_0028.head,255105947.0,2008-01-31 14:45:47.000,255109547.0
44,3600.0,97001102_0029.head,255109547.0,2008-01-31 15:45:47.000,255113147.0
45,3600.0,97001102_0030.head,255113148.0,2008-01-31 16:45:48.000,255116748.0
46,3600.0,97001102_0031.head,255116748.0,2008-01-31 17:45:48.000,255120348.0
47,3600.0,97001102_0032.head,255120348.0,2008-01-31 18:45:48.000,255123948.0
48,3600.0,97001102_0033.head,255123949.0,2008-01-31 19:45:49.000,255127549.0
49,3600.0,97001102_0034.head,255127549.0,2008-01-31 20:45:49.000,255131149.0
50,3600.0,97001102_0035.head,255131149.0,2008-01-31 21:45:49.000,255134749.0
51,3600.0,97001102_0036.head,255134749.0,2008-01-31 22:45:49.000,255138349.0
52,3600.0,97001102_0037.head,255138349.0,2008-01-31 23:45:49.000,255141949.0
53,3600.0,97001102_0038.head,255141949.0,2008-02-01 00:45:49.000,255145549.0
54,3600.0,97001102_0039.head,255145550.0,2008-02-01 01:45:50.000,255149150.0
55,3600.0,97001102_0040.head,255149150.0,2008-02-01 02:45:50.000,255152750.0
56,3600.0,97001102_0041.head,255152751.0,2008-02-01 03:45:51.000,255156351.0
57,3600.0,97001102_0042.head,255156352.0,2008-02-01 04:45:52.000,255159952.0
58,3600.0,97001102_0043.head,255159952.0,2008-02-01 05:45:52.000,255163552.0
59,31.0,97001102_0044.head,255163553.0,2008-02-01 06:45:53.000,255163584.0
60,3600.0,97001102_0045.head,255163773.0,2008-02-01 06:49:33.000,255167373.0
61,3600.0,97001102_0046.head,255167374.0,2008-02-01 07:49:34.000,255170974.0
62,3600.0,97001102_0047.head,255170974.0,2008-02-01 08:49:34.000,255174574.0
63,3600.0,97001102_0048.head,255174575.0,2008-02-01 09:49:35.000,255178175.0
64,3600.0,97001102_0049.head,255178175.0,2008-02-01 10:49:35.000,255181775.0
65,3600.0,97001102_0050.head,255181776.0,2008-02-01 11:49:36.000,255185376.0
66,3600.0,97001102_0051.head,255185376.0,2008-02-01 12:49:36.000,255188976.0
67,3600.0,97001102_0052.head,255188976.0,2008-02-01 13:49:36.000,255192576.0
68,3600.0,97001102_0053.head,255192577.0,2008-02-01 14:49:37.000,255196177.0
69,3600.0,97001102_0054.head,255196177.0,2008-02-01 15:49:37.000,255199777.0
70,511.0,97001102_0055.head,255199778.0,2008-02-01 16:49:38.000,255200289.0
71,3600.0,97002102_0000.head,255205154.0,2008-02-01 18:19:14.000,255208754.0
72,3600.0,97002102_0001.head,255208754.0,2008-02-01 19:19:14.000,255212354.0
73,3600.0,97002102_0002.head,255212354.0,2008-02-01 20:19:14.000,255215954.0
74,3600.0,97002102_0003.head,255215954.0,2008-02-01 21:19:14.000,255219554.0
75,3600.0,97002102_0004.head,255219554.0,2008-02-01 22:19:14.000,255223154.0
76,3600.0,97002102_0005.head,255223155.0,2008-02-01 23:19:15.000,255226755.0
77,3600.0,97002102_0006.head,255226755.0,2008-02-02 00:19:15.000,255230355.0
78,3600.0,97002102_0007.head,255230355.0,2008-02-02 01:19:15.000,255233955.0
79,3600.0,97002102_0008.head,255233956.0,2008-02-02 02:19:16.000,255237556.0
80,3600.0,97002102_0009.head,255237556.0,2008-02-02 03:19:16.000,255241156.0
81,3600.0,97002102_0010.head,255241156.0,2008-02-02 04:19:16.000,255244756.0
82,3600.0,97002102_0011.head,255244756.0,2008-02-02 05:19:16.000,255248356.0
83,3600.0,97002102_0012.head,255248356.0,2008-02-02 06:19:16.000,255251956.0
84,3600.0,97002102_0013.head,255251956.0,2008-02-02 07:19:16.000,255255556.0
85,3600.0,97002102_0014.head,255255585.0,2008-02-02 08:19:45.000,255259185.0
86,3600.0,97002102_0015.head,255259185.0,2008-02-02 09:19:45.000,255262785.0
87,3600.0,97002102_0016.head,255262785.0,2008-02-02 10:19:45.000,255266385.0
88,3600.0,97002102_0017.head,255266385.0,2008-02-02 11:19:45.000,255269985.0
89,3600.0,97002102_0018.head,255269985.0,2008-02-02 12:19:45.000,255273585.0
90,3600.0,97002102_0019.head,255273585.0,2008-02-02 13:19:45.000,255277185.0
91,3600.0,97002102_0020.head,255277186.0,2008-02-02 14:19:46.000,255280786.0
92,3600.0,97002102_0021.head,255280786.0,2008-02-02 15:19:46.000,255284386.0
93,3600.0,97002102_0022.head,255284387.0,2008-02-02 16:19:47.000,255287987.0
94,3600.0,97002102_0023.head,255287987.0,2008-02-02 17:19:47.000,255291587.0
95,3600.0,97002102_0024.head,255291587.0,2008-02-02 18:19:47.000,255295187.0
96,3600.0,97002102_0025.head,255295187.0,2008-02-02 19:19:47.000,255298787.0
97,3600.0,97002102_0026.head,255298788.0,2008-02-02 20:19:48.000,255302388.0
98,3600.0,97002102_0027.head,255302388.0,2008-02-02 21:19:48.000,255305988.0
99,3600.0,97002102_0028.head,255305988.0,2008-02-02 22:19:48.000,255309588.0
100,3600.0,97002102_0029.head,255309588.0,2008-02-02 23:19:48.000,255313188.0
101,3600.0,97002102_0030.head,255313189.0,2008-02-03 00:19:49.000,255316789.0
102,3600.0,97002102_0031.head,255316789.0,2008-02-03 01:19:49.000,255320389.0
103,3600.0,97002102_0032.head,255320389.0,2008-02-03 02:19:49.000,255323989.0
104,3600.0,97002102_0033.head,255323990.0,2008-02-03 03:19:50.000,255327590.0
105,3600.0,97002102_0034.head,255327590.0,2008-02-03 04:19:50.000,255331190.0
106,3600.0,97002102_0035.head,255331191.0,2008-02-03 05:19:51.000,255334791.0
107,3600.0,97002102_0036.head,255334791.0,2008-02-03 06:19:51.000,255338391.0
108,530.0,97002102_0037.head,255338391.0,2008-02-03 07:19:51.000,255338921.0
109,3600.0,97002102_0038.head,255338943.0,2008-02-03 07:29:03.000,255342543.0
110,3600.0,97002102_0039.head,255342543.0,2008-02-03 08:29:03.000,255346143.0
111,3600.0,97002102_0040.head,255346143.0,2008-02-03 09:29:03.000,255349743.0
112,3600.0,97002102_0041.head,255349743.0,2008-02-03 10:29:03.000,255353343.0
113,3600.0,97002102_0042.head,255353343.0,2008-02-03 11:29:03.000,255356943.0
114,3600.0,97002102_0043.head,255356944.0,2008-02-03 12:29:04.000,255360544.0
115,3211.0,97002102_0044.head,255360544.0,2008-02-03 13:29:04.000,255363755.0
116,199.0,97002102_0045.head,255363782.0,2008-02-03 14:23:02.000,255363981.0
117,3600.0,97002102_0046.head,255364320.0,2008-02-03 14:32:00.000,255367920.0
118,3600.0,97002102_0047.head,255367920.0,2008-02-03 15:32:00.000,255371520.0
119,3600.0,97002102_0048.head,255371520.0,2008-02-03 16:32:00.000,255375120.0
120,3600.0,97002102_0049.head,255375120.0,2008-02-03 17:32:00.000,255378720.0
121,3600.0,97002102_0050.head,255378720.0,2008-02-03 18:32:00.000,255382320.0
122,3600.0,97002102_0051.head,255382320.0,2008-02-03 19:32:00.000,255385920.0
123,3600.0,97002102_0052.head,255385921.0,2008-02-03 20:32:01.000,255389521.0
124,3600.0,97002102_0053.head,255389521.0,2008-02-03 21:32:01.000,255393121.0
125,3600.0,97002102_0054.head,255393122.0,2008-02-03 22:32:02.000,255396722.0
126,3600.0,97002102_0055.head,255396722.0,2008-02-03 23:32:02.000,255400322.0
127,3600.0,97002102_0056.head,255400322.0,2008-02-04 00:32:02.000,255403922.0
128,3600.0,97002102_0057.head,255403922.0,2008-02-04 01:32:02.000,255407522.0
129,3600.0,97002102_0058.head,255407522.0,2008-02-04 02:32:02.000,255411122.0
130,3600.0,97002102_0059.head,255411122.0,2008-02-04 03:32:02.000,255414722.0
