,DurationSec,HeaderFname,StartSec,StartStr,StopSec
0,3600.0,95800102_0000.head,300221649.0,2009-07-06 18:54:09.000,300225249.0
1,3600.0,95800102_0001.head,300225250.0,2009-07-06 19:54:10.000,300228850.0
2,3600.0,95800102_0002.head,300228851.0,2009-07-06 20:54:11.000,300232451.0
3,3600.0,95800102_0003.head,300232453.0,2009-07-06 21:54:13.000,300236053.0
4,3600.0,95800102_0004.head,300236054.0,2009-07-06 22:54:14.000,300239654.0
5,3600.0,95800102_0005.head,300239655.0,2009-07-06 23:54:15.000,300243255.0
6,3600.0,95800102_0006.head,300243255.0,2009-07-07 00:54:15.000,300246855.0
7,3600.0,95800102_0007.head,300246856.0,2009-07-07 01:54:16.000,300250456.0
8,3600.0,95800102_0008.head,300250457.0,2009-07-07 02:54:17.000,300254057.0
9,3600.0,95800102_0009.head,300254058.0,2009-07-07 03:54:18.000,300257658.0
10,3600.0,95800102_0010.head,300257660.0,2009-07-07 04:54:20.000,300261260.0
11,3026.0,95800102_0011.head,300261261.0,2009-07-07 05:54:21.000,300264287.0
12,3600.0,95800102_0012.head,300264701.0,2009-07-07 06:51:41.000,300268301.0
13,3600.0,95800102_0013.head,300268302.0,2009-07-07 07:51:42.000,300271902.0
14,3600.0,95800102_0014.head,300271903.0,2009-07-07 08:51:43.000,300275503.0
15,3600.0,95800102_0015.head,300275504.0,2009-07-07 09:51:44.000,300279104.0
16,3600.0,95800102_0016.head,300279105.0,2009-07-07 10:51:45.000,300282705.0
17,3600.0,95800102_0017.head,300282706.0,2009-07-07 11:51:46.000,300286306.0
18,3600.0,95800102_0018.head,300286307.0,2009-07-07 12:51:47.000,300289907.0
19,3600.0,95800102_0019.head,300289909.0,2009-07-07 13:51:49.000,300293509.0
20,3600.0,95800102_0020.head,300293510.0,2009-07-07 14:51:50.000,300297110.0
21,3600.0,95800102_0021.head,300297111.0,2009-07-07 15:51:51.000,300300711.0
22,3600.0,95800102_0022.head,300300712.0,2009-07-07 16:51:52.000,300304312.0
23,3600.0,95800102_0023.head,300304313.0,2009-07-07 17:51:53.000,300307913.0
24,3600.0,95800102_0024.head,300307914.0,2009-07-07 18:51:54.000,300311514.0
25,3600.0,95800102_0025.head,300311515.0,2009-07-07 19:51:55.000,300315115.0
26,3600.0,95800102_0026.head,300315116.0,2009-07-07 20:51:56.000,300318716.0
27,3600.0,95800102_0027.head,300318717.0,2009-07-07 21:51:57.000,300322317.0
28,3600.0,95800102_0028.head,300322318.0,2009-07-07 22:51:58.000,300325918.0
29,3600.0,95800102_0029.head,300325919.0,2009-07-07 23:51:59.000,300329519.0
30,3600.0,95800102_0030.head,300329520.0,2009-07-08 00:52:00.000,300333120.0
31,3600.0,95800102_0031.head,300333121.0,2009-07-08 01:52:01.000,300336721.0
32,3600.0,95800102_0032.head,300336722.0,2009-07-08 02:52:02.000,300340322.0
33,3600.0,95800102_0033.head,300340323.0,2009-07-08 03:52:03.000,300343923.0
34,3600.0,95800102_0034.head,300343924.0,2009-07-08 04:52:04.000,300347524.0
35,2719.0,95800102_0035.head,300347525.0,2009-07-08 05:52:05.000,300350244.0
36,3600.0,95800102_0036.head,300350549.0,2009-07-08 06:42:29.000,300354149.0
37,3600.0,95800102_0037.head,300354150.0,2009-07-08 07:42:30.000,300357750.0
38,3600.0,95800102_0038.head,300357751.0,2009-07-08 08:42:31.000,300361351.0
39,536.0,95800102_0039.head,300361352.0,2009-07-08 09:42:32.000,300361888.0
40,355.0,95800102_0040.head,300368251.0,2009-07-08 11:37:31.000,300368606.0
41,3600.0,95800102_0041.head,300368856.0,2009-07-08 11:47:36.000,300372456.0
42,3600.0,95800102_0042.head,300372457.0,2009-07-08 12:47:37.000,300376057.0
43,3600.0,95800102_0043.head,300376058.0,2009-07-08 13:47:38.000,300379658.0
44,3600.0,95800102_0044.head,300379660.0,2009-07-08 14:47:40.000,300383260.0
45,3600.0,95800102_0045.head,300383261.0,2009-07-08 15:47:41.000,300386861.0
46,3600.0,95800102_0046.head,300386862.0,2009-07-08 16:47:42.000,300390462.0
47,3600.0,95800102_0047.head,300390463.0,2009-07-08 17:47:43.000,300394063.0
48,3600.0,95800102_0048.head,300394064.0,2009-07-08 18:47:44.000,300397664.0
49,3600.0,95800102_0049.head,300397665.0,2009-07-08 19:47:45.000,300401265.0
50,3600.0,95800102_0050.head,300401266.0,2009-07-08 20:47:46.000,300404866.0
51,3600.0,95800102_0051.head,300404867.0,2009-07-08 21:47:47.000,300408467.0
52,3600.0,95800102_0052.head,300408468.0,2009-07-08 22:47:48.000,300412068.0
53,3600.0,95800102_0053.head,300412069.0,2009-07-08 23:47:49.000,300415669.0
54,3600.0,95800102_0054.head,300415670.0,2009-07-09 00:47:50.000,300419270.0
55,3600.0,95800102_0055.head,300419271.0,2009-07-09 01:47:51.000,300422871.0
56,3600.0,95800102_0056.head,300422873.0,2009-07-09 02:47:53.000,300426473.0
57,3600.0,95800102_0057.head,300426474.0,2009-07-09 03:47:54.000,300430074.0
58,3600.0,95800102_0058.head,300430075.0,2009-07-09 04:47:55.000,300433675.0
