,DurationSec,HeaderFname,StartSec,StartStr,StopSec
0,3600.0,44200102_0000.head,170190391.0,2005-05-23 19:06:31.000,170193991.0
1,3600.0,44200102_0001.head,170193991.0,2005-05-23 20:06:31.000,170197591.0
2,3600.0,44200102_0003.head,170198081.0,2005-05-23 21:14:41.000,170201681.0
3,3600.0,44200102_0004.head,170201682.0,2005-05-23 22:14:42.000,170205282.0
4,3600.0,44200102_0006.head,170205631.0,2005-05-23 23:20:31.000,170209231.0
5,3600.0,44200102_0007.head,170209232.0,2005-05-24 00:20:32.000,170212832.0
6,3600.0,44200102_0008.head,170212832.0,2005-05-24 01:20:32.000,170216432.0
7,3600.0,44200102_0009.head,170216432.0,2005-05-24 02:20:32.000,170220032.0
8,3600.0,44200102_0010.head,170220033.0,2005-05-24 03:20:33.000,170223633.0
9,3600.0,44200102_0011.head,170223633.0,2005-05-24 04:20:33.000,170227233.0
10,3600.0,44200102_0012.head,170227233.0,2005-05-24 05:20:33.000,170230833.0
11,2614.0,44200102_0013.head,170230834.0,2005-05-24 06:20:34.000,170233448.0
12,3600.0,44200102_0014.head,170233980.0,2005-05-24 07:13:00.000,170237580.0
13,3600.0,44200102_0015.head,170237581.0,2005-05-24 08:13:01.000,170241181.0
14,3600.0,44200102_0016.head,170241185.0,2005-05-24 09:13:05.000,170244785.0
15,3600.0,44200102_0017.head,170244785.0,2005-05-24 10:13:05.000,170248385.0
16,3600.0,44200102_0018.head,170248386.0,2005-05-24 11:13:06.000,170251986.0
17,3600.0,44200102_0019.head,170251986.0,2005-05-24 12:13:06.000,170255586.0
18,3600.0,44200102_0020.head,170255586.0,2005-05-24 13:13:06.000,170259186.0
19,607.0,44200102_0021.head,170259187.0,2005-05-24 14:13:07.000,170259794.0
20,3600.0,44201102_0000.head,170283933.0,2005-05-24 21:05:33.000,170287533.0
21,3600.0,44201102_0001.head,170287534.0,2005-05-24 22:05:34.000,170291134.0
22,3600.0,44201102_0002.head,170291134.0,2005-05-24 23:05:34.000,170294734.0
23,3600.0,44201102_0003.head,170294734.0,2005-05-25 00:05:34.000,170298334.0
24,3600.0,44201102_0004.head,170298335.0,2005-05-25 01:05:35.000,170301935.0
25,3600.0,44201102_0005.head,170301935.0,2005-05-25 02:05:35.000,170305535.0
26,3600.0,44201102_0006.head,170305536.0,2005-05-25 03:05:36.000,170309136.0
27,3600.0,44201102_0007.head,170309136.0,2005-05-25 04:05:36.000,170312736.0
28,3600.0,44201102_0008.head,170312736.0,2005-05-25 05:05:36.000,170316336.0
29,3600.0,44201102_0009.head,170316337.0,2005-05-25 06:05:37.000,170319937.0
30,2643.0,44201102_0010.head,170319937.0,2005-05-25 07:05:37.000,170322580.0
31,3600.0,44202102_0000.head,170322903.0,2005-05-25 07:55:03.000,170326503.0
32,3600.0,44202102_0001.head,170326503.0,2005-05-25 08:55:03.000,170330103.0
33,3600.0,44202102_0002.head,170330103.0,2005-05-25 09:55:03.000,170333703.0
34,3600.0,44202102_0003.head,170333704.0,2005-05-25 10:55:04.000,170337304.0
35,3600.0,44202102_0004.head,170337332.0,2005-05-25 11:55:32.000,170340932.0
36,3600.0,44202102_0005.head,170340932.0,2005-05-25 12:55:32.000,170344532.0
37,3600.0,44202102_0006.head,170344533.0,2005-05-25 13:55:33.000,170348133.0
38,3600.0,44202102_0007.head,170348133.0,2005-05-25 14:55:33.000,170351733.0
39,3600.0,44202102_0008.head,170351734.0,2005-05-25 15:55:34.000,170355334.0
40,3600.0,44202102_0009.head,170355334.0,2005-05-25 16:55:34.000,170358934.0
41,3600.0,44202102_0010.head,170358934.0,2005-05-25 17:55:34.000,170362534.0
42,3600.0,44202102_0011.head,170362534.0,2005-05-25 18:55:34.000,170366134.0
43,3600.0,44202102_0012.head,170366135.0,2005-05-25 19:55:35.000,170369735.0
44,3600.0,44202102_0013.head,170369735.0,2005-05-25 20:55:35.000,170373335.0
45,3600.0,44202102_0014.head,170373335.0,2005-05-25 21:55:35.000,170376935.0
46,3600.0,44202102_0015.head,170376935.0,2005-05-25 22:55:35.000,170380535.0
47,3600.0,44202102_0016.head,170380535.0,2005-05-25 23:55:35.000,170384135.0
48,3600.0,44202102_0017.head,170384136.0,2005-05-26 00:55:36.000,170387736.0
49,3600.0,44202102_0018.head,170387736.0,2005-05-26 01:55:36.000,170391336.0
50,3600.0,44202102_0019.head,170391336.0,2005-05-26 02:55:36.000,170394936.0
51,3600.0,44202102_0020.head,170394936.0,2005-05-26 03:55:36.000,170398536.0
52,3600.0,44202102_0021.head,170398537.0,2005-05-26 04:55:37.000,170402137.0
53,3600.0,44202102_0022.head,170402137.0,2005-05-26 05:55:37.000,170405737.0
54,3600.0,44202102_0023.head,170405737.0,2005-05-26 06:55:37.000,170409337.0
55,431.0,44202102_0024.head,170409337.0,2005-05-26 07:55:37.000,170409768.0
56,3600.0,44202102_0025.head,170409818.0,2005-05-26 08:03:38.000,170413418.0
57,3600.0,44202102_0026.head,170413419.0,2005-05-26 09:03:39.000,170417019.0
58,3600.0,44202102_0027.head,170417019.0,2005-05-26 10:03:39.000,170420619.0
59,3600.0,44202102_0028.head,170420620.0,2005-05-26 11:03:40.000,170424220.0
60,3600.0,44202102_0029.head,170424220.0,2005-05-26 12:03:40.000,170427820.0
61,3600.0,44202102_0030.head,170427820.0,2005-05-26 13:03:40.000,170431420.0
62,3600.0,44202102_0031.head,170431420.0,2005-05-26 14:03:40.000,170435020.0
63,3600.0,44202102_0032.head,170435021.0,2005-05-26 15:03:41.000,170438621.0
64,3600.0,44202102_0033.head,170438621.0,2005-05-26 16:03:41.000,170442221.0
65,3600.0,44202102_0034.head,170442221.0,2005-05-26 17:03:41.000,170445821.0
66,3600.0,44202102_0035.head,170445822.0,2005-05-26 18:03:42.000,170449422.0
67,3600.0,44202102_0036.head,170449422.0,2005-05-26 19:03:42.000,170453022.0
68,3600.0,44202102_0037.head,170453022.0,2005-05-26 20:03:42.000,170456622.0
69,3600.0,44202102_0038.head,170456622.0,2005-05-26 21:03:42.000,170460222.0
70,3600.0,44202102_0039.head,170460223.0,2005-05-26 22:03:43.000,170463823.0
71,3600.0,44202102_0040.head,170463823.0,2005-05-26 23:03:43.000,170467423.0
72,3600.0,44202102_0041.head,170467424.0,2005-05-27 00:03:44.000,170471024.0
73,3600.0,44202102_0042.head,170471024.0,2005-05-27 01:03:44.000,170474624.0
74,3600.0,44202102_0043.head,170474624.0,2005-05-27 02:03:44.000,170478224.0
75,3600.0,44202102_0044.head,170478224.0,2005-05-27 03:03:44.000,170481824.0
76,3600.0,44202102_0045.head,170481824.0,2005-05-27 04:03:44.000,170485424.0
77,3600.0,44202102_0046.head,170485424.0,2005-05-27 05:03:44.000,170489024.0
78,3600.0,44202102_0047.head,170489024.0,2005-05-27 06:03:44.000,170492624.0
79,3600.0,44202102_0048.head,170492625.0,2005-05-27 07:03:45.000,170496225.0
80,350.0,44202102_0049.head,170496225.0,2005-05-27 08:03:45.000,170496575.0
81,3600.0,44202102_0050.head,170496594.0,2005-05-27 08:09:54.000,170500194.0
82,3600.0,44202102_0051.head,170500194.0,2005-05-27 09:09:54.000,170503794.0
83,3600.0,44202102_0052.head,170503795.0,2005-05-27 10:09:55.000,170507395.0
84,3600.0,44202102_0053.head,170507396.0,2005-05-27 11:09:56.000,170510996.0
85,3600.0,44202102_0054.head,170510996.0,2005-05-27 12:09:56.000,170514596.0
86,3600.0,44202102_0055.head,170514596.0,2005-05-27 13:09:56.000,170518196.0
87,3600.0,44202102_0056.head,170518197.0,2005-05-27 14:09:57.000,170521797.0
88,3600.0,44202102_0057.head,170521797.0,2005-05-27 15:09:57.000,170525397.0
89,3600.0,44202102_0058.head,170525397.0,2005-05-27 16:09:57.000,170528997.0
90,3600.0,44202102_0059.head,170528998.0,2005-05-27 17:09:58.000,170532598.0
91,3600.0,44202102_0060.head,170532598.0,2005-05-27 18:09:58.000,170536198.0
92,3600.0,44202102_0069.head,170565004.0,2005-05-28 03:10:04.000,170568604.0
93,3600.0,44202102_0070.head,170568605.0,2005-05-28 04:10:05.000,170572205.0
94,3600.0,44202102_0071.head,170572205.0,2005-05-28 05:10:05.000,170575805.0
95,3600.0,44202102_0072.head,170575805.0,2005-05-28 06:10:05.000,170579405.0
96,3297.0,44202102_0073.head,170579405.0,2005-05-28 07:10:05.000,170582702.0
97,3600.0,44202102_0074.head,170582752.0,2005-05-28 08:05:52.000,170586352.0
98,3600.0,44202102_0075.head,170586352.0,2005-05-28 09:05:52.000,170589952.0
99,3600.0,44202102_0076.head,170589952.0,2005-05-28 10:05:52.000,170593552.0
100,3600.0,44202102_0077.head,170593552.0,2005-05-28 11:05:52.000,170597152.0
101,3600.0,44202102_0078.head,170597153.0,2005-05-28 12:05:53.000,170600753.0
102,3600.0,44202102_0079.head,170600753.0,2005-05-28 13:05:53.000,170604353.0
103,3600.0,44202102_0080.head,170604353.0,2005-05-28 14:05:53.000,170607953.0
104,3600.0,44202102_0081.head,170607954.0,2005-05-28 15:05:54.000,170611554.0
105,3600.0,44202102_0082.head,170611554.0,2005-05-28 16:05:54.000,170615154.0
106,3600.0,44202102_0083.head,170615154.0,2005-05-28 17:05:54.000,170618754.0
107,3600.0,44202102_0084.head,170618754.0,2005-05-28 18:05:54.000,170622354.0
108,3600.0,44202102_0085.head,170622354.0,2005-05-28 19:05:54.000,170625954.0
109,3600.0,44202102_0086.head,170625954.0,2005-05-28 20:05:54.000,170629554.0
110,3600.0,44202102_0087.head,170629555.0,2005-05-28 21:05:55.000,170633155.0
111,3600.0,44202102_0088.head,170633155.0,2005-05-28 22:05:55.000,170636755.0
112,3600.0,44202102_0089.head,170636755.0,2005-05-28 23:05:55.000,170640355.0
113,3600.0,44202102_0090.head,170640355.0,2005-05-29 00:05:55.000,170643955.0
114,3600.0,44202102_0091.head,170643955.0,2005-05-29 01:05:55.000,170647555.0
115,3600.0,44202102_0092.head,170647555.0,2005-05-29 02:05:55.000,170651155.0
116,3600.0,44202102_0093.head,170651156.0,2005-05-29 03:05:56.000,170654756.0
117,3600.0,44202102_0094.head,170654756.0,2005-05-29 04:05:56.000,170658356.0
118,3600.0,44202102_0095.head,170658357.0,2005-05-29 05:05:57.000,170661957.0
119,3600.0,44202102_0096.head,170661957.0,2005-05-29 06:05:57.000,170665557.0
120,3600.0,44202102_0097.head,170665558.0,2005-05-29 07:05:58.000,170669158.0
121,297.0,44202102_0098.head,170669158.0,2005-05-29 08:05:58.000,170669455.0
122,3600.0,44202102_0099.head,170669503.0,2005-05-29 08:11:43.000,170673103.0
123,3600.0,44202102_0100.head,170673104.0,2005-05-29 09:11:44.000,170676704.0
124,3600.0,44202102_0101.head,170676704.0,2005-05-29 10:11:44.000,170680304.0
125,3600.0,44202102_0102.head,170680304.0,2005-05-29 11:11:44.000,170683904.0
126,1849.0,44202102_0103.head,170683904.0,2005-05-29 12:11:44.000,170685753.0
127,3600.0,44202102_0104.head,170685940.0,2005-05-29 12:45:40.000,170689540.0
128,3600.0,44202102_0105.head,170689539.0,2005-05-29 13:45:39.000,170693139.0
129,3600.0,44202102_0106.head,170693139.0,2005-05-29 14:45:39.000,170696739.0
130,3600.0,44202102_0107.head,170696740.0,2005-05-29 15:45:40.000,170700340.0
131,3600.0,44202102_0108.head,170700340.0,2005-05-29 16:45:40.000,170703940.0
132,3600.0,44202102_0109.head,170703941.0,2005-05-29 17:45:41.000,170707541.0
133,3600.0,44202102_0110.head,170707541.0,2005-05-29 18:45:41.000,170711141.0
134,3600.0,44202102_0111.head,170711141.0,2005-05-29 19:45:41.000,170714741.0
135,3600.0,44202102_0112.head,170714742.0,2005-05-29 20:45:42.000,170718342.0
136,3600.0,44202102_0113.head,170718342.0,2005-05-29 21:45:42.000,170721942.0
137,3600.0,44202102_0114.head,170721943.0,2005-05-29 22:45:43.000,170725543.0
138,3600.0,44202102_0115.head,170725543.0,2005-05-29 23:45:43.000,170729143.0
139,3600.0,44202102_0116.head,170729143.0,2005-05-30 00:45:43.000,170732743.0
140,3600.0,44202102_0117.head,170732743.0,2005-05-30 01:45:43.000,170736343.0
141,3600.0,44202102_0118.head,170736344.0,2005-05-30 02:45:44.000,170739944.0
142,3600.0,44202102_0119.head,170739944.0,2005-05-30 03:45:44.000,170743544.0
143,3600.0,44202102_0120.head,170743545.0,2005-05-30 04:45:45.000,170747145.0
144,3600.0,44202102_0121.head,170747145.0,2005-05-30 05:45:45.000,170750745.0
145,3600.0,44202102_0122.head,170750746.0,2005-05-30 06:45:46.000,170754346.0
146,743.0,44202102_0123.head,170754346.0,2005-05-30 07:45:46.000,170755089.0
147,3600.0,44202102_0124.head,170755112.0,2005-05-30 07:58:32.000,170758712.0
148,3600.0,44202102_0125.head,170758712.0,2005-05-30 08:58:32.000,170762312.0
149,3600.0,44202102_0126.head,170762312.0,2005-05-30 09:58:32.000,170765912.0
150,3600.0,44202102_0127.head,170765912.0,2005-05-30 10:58:32.000,170769512.0
