,DurationSec,HeaderFname,StartSec,StartStr,StopSec
0,3600.0,81800102_0000.head,311105399.0,2009-11-09 18:09:59.000,311108999.0
1,3600.0,81800102_0001.head,311108999.0,2009-11-09 19:09:59.000,311112599.0
2,3600.0,81800102_0002.head,311112600.0,2009-11-09 20:10:00.000,311116200.0
3,3600.0,81800102_0003.head,311116201.0,2009-11-09 21:10:01.000,311119801.0
4,3600.0,81800102_0004.head,311119802.0,2009-11-09 22:10:02.000,311123402.0
5,3600.0,81800102_0005.head,311123403.0,2009-11-09 23:10:03.000,311127003.0
6,3600.0,81800102_0006.head,311127004.0,2009-11-10 00:10:04.000,311130604.0
7,3600.0,81800102_0007.head,311130605.0,2009-11-10 01:10:05.000,311134205.0
8,3600.0,81800102_0008.head,311134206.0,2009-11-10 02:10:06.000,311137806.0
9,3600.0,81800102_0009.head,311137807.0,2009-11-10 03:10:07.000,311141407.0
10,3600.0,81800102_0010.head,311141408.0,2009-11-10 04:10:08.000,311145008.0
11,3600.0,81800102_0011.head,311145009.0,2009-11-10 05:10:09.000,311148609.0
12,1740.0,81800102_0012.head,311148610.0,2009-11-10 06:10:10.000,311150350.0
13,3550.0,81800102_0013.head,311150501.0,2009-11-10 06:41:41.000,311154051.0
14,72.0,81800102_0014.head,311154105.0,2009-11-10 07:41:45.000,311154177.0
15,3600.0,81800102_0015.head,311160698.0,2009-11-10 09:31:38.000,311164298.0
16,3600.0,81800102_0016.head,311164299.0,2009-11-10 10:31:39.000,311167899.0
17,3600.0,81800102_0017.head,311167900.0,2009-11-10 11:31:40.000,311171500.0
18,3600.0,81800102_0018.head,311171500.0,2009-11-10 12:31:40.000,311175100.0
19,3600.0,81800102_0019.head,311175101.0,2009-11-10 13:31:41.000,311178701.0
20,3600.0,81800102_0020.head,311178702.0,2009-11-10 14:31:42.000,311182302.0
21,3600.0,81800102_0021.head,311182303.0,2009-11-10 15:31:43.000,311185903.0
22,3600.0,81800102_0022.head,311185904.0,2009-11-10 16:31:44.000,311189504.0
23,3600.0,81800102_0023.head,311189505.0,2009-11-10 17:31:45.000,311193105.0
24,3600.0,81800102_0024.head,311193106.0,2009-11-10 18:31:46.000,311196706.0
25,3600.0,81800102_0025.head,311196707.0,2009-11-10 19:31:47.000,311200307.0
26,3600.0,81800102_0026.head,311200308.0,2009-11-10 20:31:48.000,311203908.0
27,3600.0,81800102_0027.head,311203909.0,2009-11-10 21:31:49.000,311207509.0
28,3600.0,81800102_0028.head,311207510.0,2009-11-10 22:31:50.000,311211110.0
29,3600.0,81800102_0029.head,311211111.0,2009-11-10 23:31:51.000,311214711.0
30,3600.0,81800102_0030.head,311214712.0,2009-11-11 00:31:52.000,311218312.0
31,3600.0,81800102_0031.head,311218313.0,2009-11-11 01:31:53.000,311221913.0
32,3600.0,81800102_0032.head,311221914.0,2009-11-11 02:31:54.000,311225514.0
33,3600.0,81800102_0033.head,311225515.0,2009-11-11 03:31:55.000,311229115.0
34,3600.0,81800102_0034.head,311229116.0,2009-11-11 04:31:56.000,311232716.0
35,3600.0,81800102_0035.head,311232717.0,2009-11-11 05:31:57.000,311236317.0
36,285.0,81800102_0036.head,311236318.0,2009-11-11 06:31:58.000,311236603.0
37,3600.0,81800102_0037.head,311236817.0,2009-11-11 06:40:17.000,311240417.0
38,3600.0,81800102_0038.head,311240417.0,2009-11-11 07:40:17.000,311244017.0
39,3600.0,81800102_0039.head,311244018.0,2009-11-11 08:40:18.000,311247618.0
40,3600.0,81800102_0040.head,311247619.0,2009-11-11 09:40:19.000,311251219.0
41,3600.0,81800102_0041.head,311251220.0,2009-11-11 10:40:20.000,311254820.0
42,3600.0,81800102_0042.head,311254821.0,2009-11-11 11:40:21.000,311258421.0
43,3600.0,81800102_0043.head,311258422.0,2009-11-11 12:40:22.000,311262022.0
44,2094.0,81800102_0044.head,311262023.0,2009-11-11 13:40:23.000,311264117.0
45,3600.0,81801102_0000.head,311269751.0,2009-11-11 15:49:11.000,311273351.0
46,3600.0,81801102_0001.head,311273351.0,2009-11-11 16:49:11.000,311276951.0
47,3600.0,81801102_0002.head,311276952.0,2009-11-11 17:49:12.000,311280552.0
48,3600.0,81801102_0003.head,311280553.0,2009-11-11 18:49:13.000,311284153.0
49,3600.0,81801102_0004.head,311284154.0,2009-11-11 19:49:14.000,311287754.0
50,3600.0,81801102_0005.head,311287755.0,2009-11-11 20:49:15.000,311291355.0
51,3600.0,81801102_0006.head,311291356.0,2009-11-11 21:49:16.000,311294956.0
52,3600.0,81801102_0007.head,311294957.0,2009-11-11 22:49:17.000,311298557.0
53,3600.0,81801102_0008.head,311298558.0,2009-11-11 23:49:18.000,311302158.0
54,3600.0,81801102_0009.head,311302159.0,2009-11-12 00:49:19.000,311305759.0
55,3600.0,81801102_0010.head,311305760.0,2009-11-12 01:49:20.000,311309360.0
56,3600.0,81801102_0011.head,311309361.0,2009-11-12 02:49:21.000,311312961.0
57,3600.0,81801102_0012.head,311312962.0,2009-11-12 03:49:22.000,311316562.0
58,3600.0,81801102_0013.head,311316563.0,2009-11-12 04:49:23.000,311320163.0
59,2696.0,81801102_0014.head,311320164.0,2009-11-12 05:49:24.000,311322860.0
60,3600.0,81801102_0015.head,311323031.0,2009-11-12 06:37:11.000,311326631.0
61,3600.0,81801102_0016.head,311326632.0,2009-11-12 07:37:12.000,311330232.0
62,3600.0,81801102_0017.head,311330233.0,2009-11-12 08:37:13.000,311333833.0
63,3600.0,81801102_0018.head,311333834.0,2009-11-12 09:37:14.000,311337434.0
64,3600.0,81801102_0019.head,311337435.0,2009-11-12 10:37:15.000,311341035.0
65,3600.0,81801102_0020.head,311341036.0,2009-11-12 11:37:16.000,311344636.0
66,3600.0,81801102_0021.head,311344637.0,2009-11-12 12:37:17.000,311348237.0
67,3600.0,81801102_0022.head,311348238.0,2009-11-12 13:37:18.000,311351838.0
68,3600.0,81801102_0023.head,311351839.0,2009-11-12 14:37:19.000,311355439.0
69,3600.0,81801102_0024.head,311355439.0,2009-11-12 15:37:19.000,311359039.0
70,3600.0,81801102_0025.head,311359040.0,2009-11-12 16:37:20.000,311362640.0
71,3600.0,81801102_0026.head,311362641.0,2009-11-12 17:37:21.000,311366241.0
72,3600.0,81801102_0027.head,311366242.0,2009-11-12 18:37:22.000,311369842.0
73,3600.0,81801102_0028.head,311369843.0,2009-11-12 19:37:23.000,311373443.0
74,3600.0,81801102_0029.head,311373444.0,2009-11-12 20:37:24.000,311377044.0
75,3600.0,81801102_0030.head,311377045.0,2009-11-12 21:37:25.000,311380645.0
76,3600.0,81801102_0031.head,311380646.0,2009-11-12 22:37:26.000,311384246.0
77,3600.0,81801102_0032.head,311384246.0,2009-11-12 23:37:26.000,311387846.0
78,3600.0,81801102_0033.head,311387847.0,2009-11-13 00:37:27.000,311391447.0
79,3600.0,81801102_0034.head,311391448.0,2009-11-13 01:37:28.000,311395048.0
80,3600.0,81801102_0035.head,311395049.0,2009-11-13 02:37:29.000,311398649.0
81,3600.0,81801102_0036.head,311398650.0,2009-11-13 03:37:30.000,311402250.0
82,3600.0,81801102_0037.head,311402251.0,2009-11-13 04:37:31.000,311405851.0
83,3600.0,81801102_0038.head,311405852.0,2009-11-13 05:37:32.000,311409452.0
84,538.0,81801102_0039.head,311409452.0,2009-11-13 06:37:32.000,311409990.0
85,3600.0,81801102_0040.head,311410144.0,2009-11-13 06:49:04.000,311413744.0
86,3600.0,81801102_0041.head,311413745.0,2009-11-13 07:49:05.000,311417345.0
87,3600.0,81801102_0042.head,311417346.0,2009-11-13 08:49:06.000,311420946.0
88,3307.0,81801102_0043.head,311420947.0,2009-11-13 09:49:07.000,311424254.0
89,3600.0,81802102_0000.head,311424762.0,2009-11-13 10:52:42.000,311428362.0
90,3600.0,81802102_0001.head,311428363.0,2009-11-13 11:52:43.000,311431963.0
91,3600.0,81802102_0002.head,311431964.0,2009-11-13 12:52:44.000,311435564.0
92,3600.0,81802102_0003.head,311435564.0,2009-11-13 13:52:44.000,311439164.0
93,3600.0,81802102_0004.head,311439165.0,2009-11-13 14:52:45.000,311442765.0
94,3600.0,81802102_0005.head,311442766.0,2009-11-13 15:52:46.000,311446366.0
95,3600.0,81802102_0006.head,311446367.0,2009-11-13 16:52:47.000,311449967.0
96,3600.0,81802102_0007.head,311449968.0,2009-11-13 17:52:48.000,311453568.0
97,3600.0,81802102_0008.head,311453569.0,2009-11-13 18:52:49.000,311457169.0
98,3600.0,81802102_0009.head,311457170.0,2009-11-13 19:52:50.000,311460770.0
99,3600.0,81802102_0010.head,311460771.0,2009-11-13 20:52:51.000,311464371.0
100,3600.0,81802102_0011.head,311464372.0,2009-11-13 21:52:52.000,311467972.0
101,3600.0,81802102_0012.head,311467973.0,2009-11-13 22:52:53.000,311471573.0
102,3600.0,81802102_0013.head,311471574.0,2009-11-13 23:52:54.000,311475174.0
103,3600.0,81802102_0014.head,311475175.0,2009-11-14 00:52:55.000,311478775.0
104,3600.0,81802102_0015.head,311478776.0,2009-11-14 01:52:56.000,311482376.0
105,3600.0,81802102_0016.head,311482377.0,2009-11-14 02:52:57.000,311485977.0
106,3600.0,81802102_0017.head,311485978.0,2009-11-14 03:52:58.000,311489578.0
107,3600.0,81802102_0018.head,311489579.0,2009-11-14 04:52:59.000,311493179.0
108,3600.0,81802102_0019.head,311493180.0,2009-11-14 05:53:00.000,311496780.0
109,3600.0,81802102_0020.head,311496781.0,2009-11-14 06:53:01.000,311500381.0
110,3600.0,81802102_0021.head,311500382.0,2009-11-14 07:53:02.000,311503982.0
111,3600.0,81802102_0022.head,311503983.0,2009-11-14 08:53:03.000,311507583.0
112,3600.0,81802102_0023.head,311507583.0,2009-11-14 09:53:03.000,311511183.0
113,3600.0,81802102_0024.head,311511184.0,2009-11-14 10:53:04.000,311514784.0
114,3600.0,81802102_0025.head,311514785.0,2009-11-14 11:53:05.000,311518385.0
115,3600.0,81802102_0026.head,311518386.0,2009-11-14 12:53:06.000,311521986.0
116,3600.0,81802102_0027.head,311521987.0,2009-11-14 13:53:07.000,311525587.0
117,3600.0,81802102_0028.head,311525588.0,2009-11-14 14:53:08.000,311529188.0
118,3600.0,81802102_0029.head,311529189.0,2009-11-14 15:53:09.000,311532789.0
119,3600.0,81802102_0030.head,311532790.0,2009-11-14 16:53:10.000,311536390.0
120,3600.0,81802102_0031.head,311536391.0,2009-11-14 17:53:11.000,311539991.0
121,3600.0,81802102_0032.head,311539992.0,2009-11-14 18:53:12.000,311543592.0
122,3600.0,81802102_0033.head,311543593.0,2009-11-14 19:53:13.000,311547193.0
123,3600.0,81802102_0034.head,311547194.0,2009-11-14 20:53:14.000,311550794.0
124,3600.0,81802102_0035.head,311550795.0,2009-11-14 21:53:15.000,311554395.0
125,3600.0,81802102_0036.head,311554395.0,2009-11-14 22:53:15.000,311557995.0
126,3600.0,81802102_0037.head,311557996.0,2009-11-14 23:53:16.000,311561596.0
127,3600.0,81802102_0038.head,311561597.0,2009-11-15 00:53:17.000,311565197.0
128,3600.0,81802102_0039.head,311565198.0,2009-11-15 01:53:18.000,311568798.0
129,3600.0,81802102_0040.head,311568799.0,2009-11-15 02:53:19.000,311572399.0
130,3600.0,81802102_0041.head,311572400.0,2009-11-15 03:53:20.000,311576000.0
131,3600.0,81802102_0042.head,311576001.0,2009-11-15 04:53:21.000,311579601.0
132,3600.0,81802102_0043.head,311579602.0,2009-11-15 05:53:22.000,311583202.0
133,3600.0,81802102_0044.head,311583203.0,2009-11-15 06:53:23.000,311586803.0
134,3600.0,81802102_0045.head,311586865.0,2009-11-15 07:54:25.000,311590465.0
135,3600.0,81802102_0046.head,311590466.0,2009-11-15 08:54:26.000,311594066.0
136,3600.0,81802102_0047.head,311594067.0,2009-11-15 09:54:27.000,311597667.0
137,3600.0,81802102_0048.head,311597667.0,2009-11-15 10:54:27.000,311601267.0
138,3600.0,81802102_0049.head,311601268.0,2009-11-15 11:54:28.000,311604868.0
139,3600.0,81802102_0050.head,311604868.0,2009-11-15 12:54:28.000,311608468.0
140,3600.0,81802102_0051.head,311608469.0,2009-11-15 13:54:29.000,311612069.0
141,3600.0,81802102_0052.head,311612069.0,2009-11-15 14:54:29.000,311615669.0
142,3600.0,81802102_0053.head,311615670.0,2009-11-15 15:54:30.000,311619270.0
143,3600.0,81802102_0054.head,311619271.0,2009-11-15 16:54:31.000,311622871.0
144,3600.0,81802102_0055.head,311622871.0,2009-11-15 17:54:31.000,311626471.0
145,3600.0,81802102_0056.head,311626472.0,2009-11-15 18:54:32.000,311630072.0
146,3600.0,81802102_0057.head,311630072.0,2009-11-15 19:54:32.000,311633672.0
147,3600.0,81802102_0058.head,311633673.0,2009-11-15 20:54:33.000,311637273.0
148,3600.0,81802102_0059.head,311637273.0,2009-11-15 21:54:33.000,311640873.0
149,3600.0,81802102_0060.head,311640874.0,2009-11-15 22:54:34.000,311644474.0
150,3600.0,81802102_0061.head,311644474.0,2009-11-15 23:54:34.000,311648074.0
